train_id,journey_date,station_code,next_station_code,timestamp,scheduled_arrival,actual_arrival,delay_minutes,current_delay,distance_remaining,scheduled_remaining_time,remaining_travel_time
12926,2025-10-01,BCT,BRC,2025-10-01 05:38:00,2025-10-01 05:38:00,2025-10-01 05:40:00,2.9,2.9,1150.0,920.0,931.9
12926,2025-10-01,BRC,RTM,2025-10-01 08:44:00,2025-10-01 08:44:00,2025-10-01 08:56:00,12.1,12.1,920.0,736.0,758.0
12926,2025-10-01,RTM,KOTA,2025-10-01 12:00:00,2025-10-01 12:00:00,2025-10-01 12:32:00,32.5,32.5,690.0,552.0,587.4
12926,2025-10-01,KOTA,NDLS,2025-10-01 15:36:00,2025-10-01 15:36:00,2025-10-01 16:06:00,30.1,30.1,458.4,366.7,410.8
12926,2025-10-01,NDLS,ASR,2025-10-01 19:10:00,2025-10-01 19:10:00,2025-10-01 19:43:00,33.4,33.4,168.9,135.1,184.0
12627,2025-10-01,SBC,DMM,2025-10-01 05:56:00,2025-10-01 05:56:00,2025-10-01 06:26:00,30.3,30.3,1150.0,920.0,949.8
12627,2025-10-01,DMM,GTL,2025-10-01 09:30:00,2025-10-01 09:30:00,2025-10-01 10:08:00,38.5,38.5,920.0,736.0,780.0
12627,2025-10-01,GTL,SC,2025-10-01 13:12:00,2025-10-01 13:12:00,2025-10-01 13:55:00,43.9,43.9,690.0,552.0,589.0
12627,2025-10-01,SC,NGP,2025-10-01 16:59:00,2025-10-01 16:59:00,2025-10-01 17:49:00,50.1,50.1,391.0,312.8,371.4
12627,2025-10-01,NGP,NDLS,2025-10-01 20:53:00,2025-10-01 20:53:00,2025-10-01 21:52:00,59.5,59.5,96.7,77.4,136.0
12301,2025-10-02,NDLS,CNB,2025-10-02 06:16:00,2025-10-02 06:16:00,2025-10-02 06:54:00,39.0,39.0,1150.0,920.0,965.0
12301,2025-10-02,CNB,PRYJ,2025-10-02 09:58:00,2025-10-02 09:58:00,2025-10-02 10:42:00,44.4,44.4,920.0,736.0,783.5
12301,2025-10-02,PRYJ,DDU,2025-10-02 13:46:00,2025-10-02 13:46:00,2025-10-02 15:11:00,85.3,85.3,690.0,552.0,626.5
12301,2025-10-02,DDU,GKP,2025-10-02 18:15:00,2025-10-02 18:15:00,2025-10-02 20:33:00,138.8,138.8,314.6,251.7,375.8
12301,2025-10-02,GKP,HWH,2025-10-02 23:37:00,2025-10-02 23:37:00,2025-10-03 02:09:00,152.2,152.2,66.5,53.2,191.3
12302,2025-10-02,HWH,GKP,2025-10-02 05:34:00,2025-10-02 05:34:00,2025-10-02 05:52:00,18.3,18.3,1150.0,920.0,963.0
12302,2025-10-02,GKP,DDU,2025-10-02 08:56:00,2025-10-02 08:56:00,2025-10-02 09:18:00,22.4,22.4,920.0,736.0,771.9
12302,2025-10-02,DDU,PRYJ,2025-10-02 12:22:00,2025-10-02 12:22:00,2025-10-02 13:01:00,39.9,39.9,690.0,552.0,587.0
12302,2025-10-02,PRYJ,CNB,2025-10-02 16:05:00,2025-10-02 16:05:00,2025-10-02 16:44:00,39.3,39.3,495.9,396.7,449.8
12302,2025-10-02,CNB,NDLS,2025-10-02 19:48:00,2025-10-02 19:48:00,2025-10-02 20:41:00,53.9,53.9,82.5,66.0,122.2
12951,2025-10-02,BCT,ST,2025-10-02 06:36:00,2025-10-02 06:36:00,2025-10-02 07:26:00,50.9,50.9,1150.0,920.0,978.5
12951,2025-10-02,ST,BRC,2025-10-02 10:30:00,2025-10-02 10:30:00,2025-10-02 11:52:00,82.7,82.7,920.0,736.0,804.6
12951,2025-10-02,BRC,RTM,2025-10-02 14:56:00,2025-10-02 14:56:00,2025-10-02 16:58:00,122.4,122.4,690.0,552.0,678.1
12951,2025-10-02,RTM,KOTA,2025-10-02 20:02:00,2025-10-02 20:02:00,2025-10-02 21:56:00,114.5,114.5,277.2,221.8,317.6
12951,2025-10-02,KOTA,NDLS,2025-10-03 01:00:00,2025-10-03 01:00:00,2025-10-03 03:07:00,127.1,127.1,55.9,44.7,152.0
12952,2025-10-02,NDLS,KOTA,2025-10-02 05:44:00,2025-10-02 05:44:00,2025-10-02 06:40:00,56.5,56.5,1150.0,920.0,976.9
12952,2025-10-02,KOTA,RTM,2025-10-02 09:44:00,2025-10-02 09:44:00,2025-10-02 10:33:00,49.1,49.1,920.0,736.0,797.1
12952,2025-10-02,RTM,BRC,2025-10-02 13:37:00,2025-10-02 13:37:00,2025-10-02 14:34:00,57.2,57.2,690.0,552.0,615.1
12952,2025-10-02,BRC,ST,2025-10-02 17:38:00,2025-10-02 17:38:00,2025-10-02 19:10:00,92.2,92.2,518.8,415.0,500.1
12952,2025-10-02,ST,BCT,2025-10-02 22:14:00,2025-10-02 22:14:00,2025-10-03 00:33:00,139.0,139.0,53.0,42.4,175.5
12004,2025-10-02,NDLS,GZB,2025-10-02 06:36:00,2025-10-02 06:36:00,2025-10-02 06:58:00,22.4,22.4,1150.0,920.0,958.9
12004,2025-10-02,GZB,ALJN,2025-10-02 10:02:00,2025-10-02 10:02:00,2025-10-02 10:17:00,15.7,15.7,920.0,736.0,748.5
12004,2025-10-02,ALJN,TDL,2025-10-02 13:21:00,2025-10-02 13:21:00,2025-10-02 13:50:00,29.0,29.0,690.0,552.0,579.3
12004,2025-10-02,TDL,CNB,2025-10-02 16:54:00,2025-10-02 16:54:00,2025-10-02 17:34:00,40.8,40.8,517.8,414.2,462.9
12004,2025-10-02,CNB,LKO,2025-10-02 20:38:00,2025-10-02 20:38:00,2025-10-02 21:21:00,43.2,43.2,100.6,80.5,126.5
12626,2025-10-02,NDLS,AGC,2025-10-02 06:26:00,2025-10-02 06:26:00,2025-10-02 06:26:00,0.5,0.5,1150.0,920.0,929.5
12626,2025-10-02,AGC,VGLJ,2025-10-02 09:30:00,2025-10-02 09:30:00,2025-10-02 09:39:00,9.1,9.1,920.0,736.0,755.7
12626,2025-10-02,VGLJ,BPL,2025-10-02 12:43:00,2025-10-02 12:43:00,2025-10-02 12:51:00,8.9,8.9,690.0,552.0,569.6
12626,2025-10-02,BPL,NGP,2025-10-02 15:55:00,2025-10-02 15:55:00,2025-10-02 16:02:00,7.9,7.9,512.9,410.3,427.9
12626,2025-10-02,NGP,MAS,2025-10-02 19:06:00,2025-10-02 19:06:00,2025-10-02 19:15:00,9.3,9.3,130.4,104.3,126.7
12424,2025-10-02,NDLS,CNB,2025-10-02 05:37:00,2025-10-02 05:37:00,2025-10-02 05:47:00,10.9,10.9,1150.0,920.0,941.0
12424,2025-10-02,CNB,PRYJ,2025-10-02 08:51:00,2025-10-02 08:51:00,2025-10-02 09:51:00,60.9,60.9,920.0,736.0,808.4
12424,2025-10-02,PRYJ,DDU,2025-10-02 12:55:00,2025-10-02 12:55:00,2025-10-02 14:42:00,107.2,107.2,690.0,552.0,644.8
12424,2025-10-02,DDU,PPTA,2025-10-02 17:46:00,2025-10-02 17:46:00,2025-10-02 19:39:00,113.2,113.2,374.7,299.8,397.8
12424,2025-10-02,PPTA,GHY,2025-10-02 22:43:00,2025-10-02 22:43:00,2025-10-03 00:31:00,108.5,108.5,175.1,140.1,230.5
12260,2025-10-02,NDLS,CNB,2025-10-02 05:31:00,2025-10-02 05:31:00,2025-10-02 06:12:00,41.1,41.1,1150.0,920.0,968.3
12260,2025-10-02,CNB,PRYJ,2025-10-02 10:02:00,2025-10-02 10:02:00,2025-10-02 10:49:00,47.9,47.9,862.5,690.0,742.0
12260,2025-10-02,PRYJ,DDU,2025-10-02 14:39:00,2025-10-02 14:39:00,2025-10-02 15:43:00,64.8,64.8,449.6,359.7,421.7
12260,2025-10-02,DDU,HWH,2025-10-02 19:33:00,2025-10-02 19:33:00,2025-10-02 20:41:00,68.1,68.1,55.9,44.7,117.2
12926,2025-10-02,BCT,BRC,2025-10-02 06:11:00,2025-10-02 06:11:00,2025-10-02 07:20:00,69.0,69.0,1150.0,920.0,978.0
12926,2025-10-02,BRC,RTM,2025-10-02 10:24:00,2025-10-02 10:24:00,2025-10-02 11:39:00,75.1,75.1,920.0,736.0,826.7
12926,2025-10-02,RTM,KOTA,2025-10-02 14:43:00,2025-10-02 14:43:00,2025-10-02 15:56:00,73.7,73.7,690.0,552.0,630.6
12926,2025-10-02,KOTA,NDLS,2025-10-02 19:00:00,2025-10-02 19:00:00,2025-10-02 20:22:00,82.2,82.2,533.4,426.7,521.2
12926,2025-10-02,NDLS,ASR,2025-10-02 23:26:00,2025-10-02 23:26:00,2025-10-03 00:59:00,93.2,93.2,162.6,130.1,210.3
12627,2025-10-02,SBC,DMM,2025-10-02 06:04:00,2025-10-02 06:04:00,2025-10-02 06:15:00,11.1,11.1,1150.0,920.0,947.8
12627,2025-10-02,DMM,GTL,2025-10-02 09:19:00,2025-10-02 09:19:00,2025-10-02 09:34:00,15.2,15.2,920.0,736.0,764.3
12627,2025-10-02,GTL,SC,2025-10-02 12:38:00,2025-10-02 12:38:00,2025-10-02 12:54:00,16.5,16.5,690.0,552.0,577.8
12627,2025-10-02,SC,NGP,2025-10-02 15:58:00,2025-10-02 15:58:00,2025-10-02 16:10:00,12.3,12.3,534.8,427.8,454.4
12627,2025-10-02,NGP,NDLS,2025-10-02 19:14:00,2025-10-02 19:14:00,2025-10-02 19:32:00,18.2,18.2,96.6,77.3,100.0
12301,2025-10-03,NDLS,CNB,2025-10-03 06:46:00,2025-10-03 06:46:00,2025-10-03 07:08:00,22.2,22.2,1150.0,920.0,962.3
12301,2025-10-03,CNB,PRYJ,2025-10-03 10:12:00,2025-10-03 10:12:00,2025-10-03 10:42:00,30.0,30.0,920.0,736.0,779.7
12301,2025-10-03,PRYJ,DDU,2025-10-03 13:46:00,2025-10-03 13:46:00,2025-10-03 14:26:00,40.4,40.4,690.0,552.0,581.4
12301,2025-10-03,DDU,GKP,2025-10-03 17:30:00,2025-10-03 17:30:00,2025-10-03 18:15:00,45.6,45.6,518.4,414.7,444.7
12301,2025-10-03,GKP,HWH,2025-10-03 21:19:00,2025-10-03 21:19:00,2025-10-03 21:58:00,39.4,39.4,130.9,104.7,152.4
12302,2025-10-03,HWH,GKP,2025-10-03 05:59:00,2025-10-03 05:59:00,2025-10-03 06:21:00,22.1,22.1,1150.0,920.0,950.8
12302,2025-10-03,GKP,DDU,2025-10-03 09:25:00,2025-10-03 09:25:00,2025-10-03 09:44:00,19.5,19.5,920.0,736.0,770.9
12302,2025-10-03,DDU,PRYJ,2025-10-03 12:48:00,2025-10-03 12:48:00,2025-10-03 13:23:00,35.8,35.8,690.0,552.0,586.8
12302,2025-10-03,PRYJ,CNB,2025-10-03 16:27:00,2025-10-03 16:27:00,2025-10-03 17:03:00,36.7,36.7,233.5,186.8,217.4
12302,2025-10-03,CNB,NDLS,2025-10-03 20:07:00,2025-10-03 20:07:00,2025-10-03 20:39:00,32.1,32.1,65.7,52.6,88.3
12951,2025-10-03,BCT,ST,2025-10-03 05:33:00,2025-10-03 05:33:00,2025-10-03 06:45:00,72.5,72.5,1150.0,920.0,1004.3
12951,2025-10-03,ST,BRC,2025-10-03 09:49:00,2025-10-03 09:49:00,2025-10-03 11:04:00,75.8,75.8,920.0,736.0,809.9
12951,2025-10-03,BRC,RTM,2025-10-03 14:08:00,2025-10-03 14:08:00,2025-10-03 15:24:00,76.6,76.6,690.0,552.0,621.1
12951,2025-10-03,RTM,KOTA,2025-10-03 18:28:00,2025-10-03 18:28:00,2025-10-03 19:44:00,76.9,76.9,424.0,339.2,391.0
12951,2025-10-03,KOTA,NDLS,2025-10-03 22:48:00,2025-10-03 22:48:00,2025-10-04 00:12:00,84.3,84.3,82.8,66.2,149.2
12952,2025-10-03,NDLS,KOTA,2025-10-03 06:10:00,2025-10-03 06:10:00,2025-10-03 06:10:00,0.0,0.0,1150.0,920.0,931.4
12952,2025-10-03,KOTA,RTM,2025-10-03 09:14:00,2025-10-03 09:14:00,2025-10-03 10:09:00,55.2,55.2,920.0,736.0,784.5
12952,2025-10-03,RTM,BRC,2025-10-03 13:13:00,2025-10-03 13:13:00,2025-10-03 14:18:00,65.5,65.5,690.0,552.0,617.8
12952,2025-10-03,BRC,ST,2025-10-03 17:22:00,2025-10-03 17:22:00,2025-10-03 18:40:00,78.7,78.7,397.2,317.8,393.9
12952,2025-10-03,ST,BCT,2025-10-03 21:44:00,2025-10-03 21:44:00,2025-10-03 23:15:00,91.0,91.0,86.9,69.5,143.3
12004,2025-10-03,NDLS,GZB,2025-10-03 06:24:00,2025-10-03 06:24:00,2025-10-03 07:14:00,50.5,50.5,1150.0,920.0,968.0
12004,2025-10-03,GZB,ALJN,2025-10-03 10:18:00,2025-10-03 10:18:00,2025-10-03 11:10:00,52.2,52.2,920.0,736.0,783.2
12004,2025-10-03,ALJN,TDL,2025-10-03 14:14:00,2025-10-03 14:14:00,2025-10-03 14:55:00,41.2,41.2,690.0,552.0,598.4
12004,2025-10-03,TDL,CNB,2025-10-03 17:59:00,2025-10-03 17:59:00,2025-10-03 18:40:00,41.7,41.7,351.3,281.0,334.0
12004,2025-10-03,CNB,LKO,2025-10-03 21:44:00,2025-10-03 21:44:00,2025-10-03 22:41:00,58.0,58.0,170.8,136.6,210.8
12626,2025-10-03,NDLS,AGC,2025-10-03 05:59:00,2025-10-03 05:59:00,2025-10-03 06:04:00,5.7,5.7,1150.0,920.0,909.9
12626,2025-10-03,AGC,VGLJ,2025-10-03 09:08:00,2025-10-03 09:08:00,2025-10-03 09:08:00,0.5,0.5,920.0,736.0,750.4
12626,2025-10-03,VGLJ,BPL,2025-10-03 12:12:00,2025-10-03 12:12:00,2025-10-03 13:03:00,51.4,51.4,690.0,552.0,588.6
12626,2025-10-03,BPL,NGP,2025-10-03 16:07:00,2025-10-03 16:07:00,2025-10-03 16:58:00,51.8,51.8,240.9,192.7,254.9
12626,2025-10-03,NGP,MAS,2025-10-03 20:02:00,2025-10-03 20:02:00,2025-10-03 20:42:00,40.9,40.9,127.4,101.9,144.4
12424,2025-10-03,NDLS,CNB,2025-10-03 06:56:00,2025-10-03 06:56:00,2025-10-03 07:20:00,24.5,24.5,1150.0,920.0,943.1
12424,2025-10-03,CNB,PRYJ,2025-10-03 10:24:00,2025-10-03 10:24:00,2025-10-03 10:53:00,29.1,29.1,920.0,736.0,773.0
12424,2025-10-03,PRYJ,DDU,2025-10-03 13:57:00,2025-10-03 13:57:00,2025-10-03 14:32:00,35.1,35.1,690.0,552.0,585.1
12424,2025-10-03,DDU,PPTA,2025-10-03 17:36:00,2025-10-03 17:36:00,2025-10-03 18:18:00,42.3,42.3,274.2,219.4,271.9
12424,2025-10-03,PPTA,GHY,2025-10-03 21:22:00,2025-10-03 21:22:00,2025-10-03 22:15:00,53.5,53.5,164.0,131.2,181.6
12260,2025-10-03,NDLS,CNB,2025-10-03 05:57:00,2025-10-03 05:57:00,2025-10-03 06:05:00,8.6,8.6,1150.0,920.0,955.4
12260,2025-10-03,CNB,PRYJ,2025-10-03 09:55:00,2025-10-03 09:55:00,2025-10-03 10:12:00,17.5,17.5,862.5,690.0,698.9
12260,2025-10-03,PRYJ,DDU,2025-10-03 14:02:00,2025-10-03 14:02:00,2025-10-03 14:24:00,22.5,22.5,258.6,206.9,237.3
12260,2025-10-03,DDU,HWH,2025-10-03 18:14:00,2025-10-03 18:14:00,2025-10-03 18:44:00,30.3,30.3,153.2,122.6,179.5
12926,2025-10-03,BCT,BRC,2025-10-03 05:58:00,2025-10-03 05:58:00,2025-10-03 06:47:00,49.6,49.6,1150.0,920.0,967.5
12926,2025-10-03,BRC,RTM,2025-10-03 09:51:00,2025-10-03 09:51:00,2025-10-03 10:42:00,51.5,51.5,920.0,736.0,792.0
12926,2025-10-03,RTM,KOTA,2025-10-03 13:46:00,2025-10-03 13:46:00,2025-10-03 14:49:00,63.3,63.3,690.0,552.0,608.6
12926,2025-10-03,KOTA,NDLS,2025-10-03 17:53:00,2025-10-03 17:53:00,2025-10-03 19:05:00,72.5,72.5,458.3,366.6,448.3
12926,2025-10-03,NDLS,ASR,2025-10-03 22:09:00,2025-10-03 22:09:00,2025-10-03 23:19:00,70.1,70.1,82.7,66.2,131.4
12627,2025-10-03,SBC,DMM,2025-10-03 06:11:00,2025-10-03 06:11:00,2025-10-03 06:19:00,8.2,8.2,1150.0,920.0,954.1
12627,2025-10-03,DMM,GTL,2025-10-03 09:23:00,2025-10-03 09:23:00,2025-10-03 09:45:00,22.9,22.9,920.0,736.0,772.6
12627,2025-10-03,GTL,SC,2025-10-03 12:49:00,2025-10-03 12:49:00,2025-10-03 13:17:00,28.4,28.4,690.0,552.0,576.4
12627,2025-10-03,SC,NGP,2025-10-03 16:21:00,2025-10-03 16:21:00,2025-10-03 16:47:00,26.5,26.5,463.0,370.4,405.5
12627,2025-10-03,NGP,NDLS,2025-10-03 19:51:00,2025-10-03 19:51:00,2025-10-03 20:36:00,45.7,45.7,66.2,53.0,101.2
12301,2025-10-04,NDLS,CNB,2025-10-04 06:42:00,2025-10-04 06:42:00,2025-10-04 06:53:00,11.0,11.0,1150.0,920.0,919.9
12301,2025-10-04,CNB,PRYJ,2025-10-04 09:57:00,2025-10-04 09:57:00,2025-10-04 10:19:00,22.6,22.6,920.0,736.0,756.3
12301,2025-10-04,PRYJ,DDU,2025-10-04 13:23:00,2025-10-04 13:23:00,2025-10-04 13:42:00,19.9,19.9,690.0,552.0,578.1
12301,2025-10-04,DDU,GKP,2025-10-04 16:46:00,2025-10-04 16:46:00,2025-10-04 17:08:00,22.5,22.5,358.2,286.6,322.9
12301,2025-10-04,GKP,HWH,2025-10-04 20:12:00,2025-10-04 20:12:00,2025-10-04 20:32:00,20.4,20.4,51.7,41.4,69.7
12302,2025-10-04,HWH,GKP,2025-10-04 05:37:00,2025-10-04 05:37:00,2025-10-04 05:44:00,7.4,7.4,1150.0,920.0,934.0
12302,2025-10-04,GKP,DDU,2025-10-04 08:48:00,2025-10-04 08:48:00,2025-10-04 08:54:00,6.7,6.7,920.0,736.0,755.0
12302,2025-10-04,DDU,PRYJ,2025-10-04 11:58:00,2025-10-04 11:58:00,2025-10-04 13:14:00,76.1,76.1,690.0,552.0,616.0
12302,2025-10-04,PRYJ,CNB,2025-10-04 16:18:00,2025-10-04 16:18:00,2025-10-04 17:25:00,67.6,67.6,393.0,314.4,367.4
12302,2025-10-04,CNB,NDLS,2025-10-04 20:29:00,2025-10-04 20:29:00,2025-10-04 21:32:00,63.1,63.1,73.7,59.0,114.6
12951,2025-10-04,BCT,ST,2025-10-04 05:44:00,2025-10-04 05:44:00,2025-10-04 06:18:00,34.6,34.6,1150.0,920.0,966.9
12951,2025-10-04,ST,BRC,2025-10-04 09:22:00,2025-10-04 09:22:00,2025-10-04 10:01:00,39.2,39.2,920.0,736.0,779.6
12951,2025-10-04,BRC,RTM,2025-10-04 13:05:00,2025-10-04 13:05:00,2025-10-04 13:46:00,41.1,41.1,690.0,552.0,597.1
12951,2025-10-04,RTM,KOTA,2025-10-04 16:50:00,2025-10-04 16:50:00,2025-10-04 17:32:00,42.9,42.9,502.4,401.9,454.4
12951,2025-10-04,KOTA,NDLS,2025-10-04 20:36:00,2025-10-04 20:36:00,2025-10-04 21:12:00,36.9,36.9,88.1,70.5,129.0
12952,2025-10-04,NDLS,KOTA,2025-10-04 05:53:00,2025-10-04 05:53:00,2025-10-04 06:06:00,13.9,13.9,1150.0,920.0,929.6
12952,2025-10-04,KOTA,RTM,2025-10-04 09:10:00,2025-10-04 09:10:00,2025-10-04 09:35:00,25.4,25.4,920.0,736.0,748.4
12952,2025-10-04,RTM,BRC,2025-10-04 12:39:00,2025-10-04 12:39:00,2025-10-04 13:14:00,35.2,35.2,690.0,552.0,590.9
12952,2025-10-04,BRC,ST,2025-10-04 16:18:00,2025-10-04 16:18:00,2025-10-04 16:59:00,41.1,41.1,227.4,181.9,210.5
12952,2025-10-04,ST,BCT,2025-10-04 20:03:00,2025-10-04 20:03:00,2025-10-04 20:40:00,37.3,37.3,68.1,54.5,92.1
12004,2025-10-04,NDLS,GZB,2025-10-04 05:40:00,2025-10-04 05:40:00,2025-10-04 06:00:00,20.7,20.7,1150.0,920.0,953.9
12004,2025-10-04,GZB,ALJN,2025-10-04 09:04:00,2025-10-04 09:04:00,2025-10-04 09:47:00,43.1,43.1,920.0,736.0,790.5
12004,2025-10-04,ALJN,TDL,2025-10-04 12:51:00,2025-10-04 12:51:00,2025-10-04 13:39:00,48.6,48.6,690.0,552.0,612.4
12004,2025-10-04,TDL,CNB,2025-10-04 16:43:00,2025-10-04 16:43:00,2025-10-04 17:34:00,51.6,51.6,277.9,222.3,282.3
12004,2025-10-04,CNB,LKO,2025-10-04 20:38:00,2025-10-04 20:38:00,2025-10-04 22:18:00,100.9,100.9,56.1,44.9,130.3
12626,2025-10-04,NDLS,AGC,2025-10-04 05:55:00,2025-10-04 05:55:00,2025-10-04 06:09:00,15.0,15.0,1150.0,920.0,936.9
12626,2025-10-04,AGC,VGLJ,2025-10-04 09:13:00,2025-10-04 09:13:00,2025-10-04 09:44:00,31.5,31.5,920.0,736.0,772.7
12626,2025-10-04,VGLJ,BPL,2025-10-04 12:48:00,2025-10-04 12:48:00,2025-10-04 14:04:00,76.4,76.4,690.0,552.0,614.5
12626,2025-10-04,BPL,NGP,2025-10-04 17:08:00,2025-10-04 17:08:00,2025-10-04 19:14:00,126.1,126.1,330.3,264.2,380.5
12626,2025-10-04,NGP,MAS,2025-10-04 22:18:00,2025-10-04 22:18:00,2025-10-05 00:18:00,120.7,120.7,139.5,111.6,221.4
